MQ2_mean,MQ2_std,MQ2_min,MQ2_max,MQ2_range,MQ2_slope,MQ2_auc,MQ2_delta_mean,MQ2_delta_std,MQ2_delta_max_abs,MQ3_mean,MQ3_std,MQ3_min,MQ3_max,MQ3_range,MQ3_slope,MQ3_auc,MQ3_delta_mean,MQ3_delta_std,MQ3_delta_max_abs,MQ9_mean,MQ9_std,MQ9_min,MQ9_max,MQ9_range,MQ9_slope,MQ9_auc,MQ9_delta_mean,MQ9_delta_std,MQ9_delta_max_abs,MQ135_mean,MQ135_std,MQ135_min,MQ135_max,MQ135_range,MQ135_slope,MQ135_auc,MQ135_delta_mean,MQ135_delta_std,MQ135_delta_max_abs,TGS2602_mean,TGS2602_std,TGS2602_min,TGS2602_max,TGS2602_range,TGS2602_slope,TGS2602_auc,TGS2602_delta_mean,TGS2602_delta_std,TGS2602_delta_max_abs,MQ3_MQ2_ratio,MQ135_TGS2602_ratio,all_sensors_mean
3.4074999999999993,0.059389252675322815,3.2,3.5,0.2999999999999998,0.00025036460865337894,405.39999999999986,-0.055,0.08645808232895291,0.3,0.9369444444444445,0.00838410459599252,0.9166666666666666,0.95,0.033333333333333326,-9.259902308031098e-07,111.49166666666669,-0.06750000000000002,0.012143051663552439,0.1,3.2831632653061216,0.07294610034445308,3.1632653061224487,3.4693877551020407,0.30612244897959195,-0.00017185150329317075,390.6122448979591,-0.6479591836734693,0.09282349693194004,0.8163265306122448,0.5163338988211752,0.010210704766893336,0.5089390578102571,0.5350384966723216,0.02609943886206456,2.80950970457671e-06,61.444603941015274,-0.009678541911348907,0.01299477682370038,0.026099438862064468,132.83,0.26913441499245283,132.4,133.2,0.799999999999983,0.0010514619070768497,15806.800000000001,-1.0733333333333335,0.5910066741491917,2.0,0.274965273508194,0.003887178310125701,28.19478832171435
3.3916666666666657,0.05857094463601864,3.3,3.5,0.20000000000000018,0.00017987360233349552,403.6499999999999,-0.06333333333333332,0.07520342781785652,0.2,0.9348611111111111,0.009127652667026523,0.9166666666666666,0.95,0.033333333333333326,-3.246753246753256e-05,111.24166666666669,-0.06847222222222223,0.013401878208153244,0.1,3.2721088435374144,0.06937441515092233,3.1632653061224487,3.4693877551020407,0.30612244897959195,-6.307127337357601e-05,389.43877551020404,-0.6666666666666664,0.08631685401666338,0.8163265306122448,0.5173126277785028,0.009040456792429423,0.5089390578102571,0.5350384966723216,0.02609943886206456,4.395523247482911e-06,61.56205141589456,-0.008264822306320415,0.012372406501655482,0.026099438862064468,132.80666666666667,0.2920426148507877,132.4,133.6,1.1999999999999886,0.00024723939162443124,15804.0,-1.3633333333333335,0.550141395966124,2.4,0.2756346443665259,0.003895230840946278,28.184523183152073
3.365833333333333,0.07129262857328862,3.2,3.5,0.2999999999999998,-0.0008372109174248213,400.49999999999994,-0.1075,0.09588404455382554,0.3,0.9306944444444445,0.00937782879133045,0.9,0.95,0.04999999999999993,-1.417922540917176e-05,110.75000000000003,-0.06222222222222222,0.012862041003100249,0.1,3.2465986394557813,0.07332673856227931,3.1632653061224487,3.36734693877551,0.20408163265306145,-0.00024023777161395887,386.2755102040816,-0.6947278911564624,0.09154890015671265,0.8163265306122448,0.5162251511592502,0.01007956495551569,0.4958893383792249,0.5350384966723216,0.03914915829309673,1.1102094800343688e-05,61.431554221584236,-0.011635999826003744,0.01466723381708016,0.052198877724128935,132.82333333333332,0.24383509910501522,132.4,133.2,0.799999999999983,-0.00013750954927425234,15805.999999999996,-1.3666666666666667,0.5153208277913436,2.4,0.27651225588478,0.003886554676181611,28.176536980345226
3.369166666666666,0.06682792995613605,3.2,3.5,0.2999999999999998,0.0005177442877977641,400.95,-0.10666666666666667,0.0873053390247253,0.3,0.9275000000000001,0.010011567383855625,0.9166666666666666,0.95,0.033333333333333326,-6.3661828367710364e-06,110.3666666666667,-0.061388888888888896,0.014748404391620314,0.1,3.274659863945577,0.05268678936959081,3.1632653061224487,3.36734693877551,0.20408163265306145,-9.389824406740312e-05,389.642857142857,-0.6734693877551019,0.07381814426602278,0.8163265306122448,0.5167688894688764,0.008656204594428838,0.4958893383792249,0.5350384966723216,0.03914915829309673,4.033005866247209e-05,61.4968028187394,-0.01250598112140589,0.014135104594389122,0.052198877724128935,132.81666666666666,0.2550599058173442,132.4,133.2,0.799999999999983,-0.0017487325508715218,15804.999999999996,-1.4633333333333336,0.6164323879298433,2.4,0.27529054406414727,0.003890843661021705,28.180952417349555
3.362499999999999,0.05924876932617818,3.2,3.5,0.2999999999999998,-8.090839641641805e-05,400.10000000000014,-0.10833333333333334,0.08716204576661922,0.3,0.9277777777777778,0.009212846639876128,0.9,0.95,0.04999999999999993,1.284811445239253e-05,110.40000000000002,-0.05597222222222222,0.01456082919732184,0.1,3.2678571428571415,0.04261044155227063,3.1632653061224487,3.36734693877551,0.20408163265306145,-0.00014988285751136384,388.82653061224477,-0.7329931972789114,0.08118855960734701,0.9183673469387754,0.5179651137500544,0.007682697142624788,0.5089390578102571,0.5350384966723216,0.02609943886206456,7.205032952059631e-06,61.63382487276523,-0.010874766192526862,0.013926495796756817,0.0391491582930967,132.85,0.25066578014026925,132.4,133.2,0.799999999999983,0.0007292173067573863,15809.0,-1.1366666666666667,0.6260901603514376,2.4,0.27591895966061514,0.0038988717339193276,28.185220006876996
3.376666666666666,0.0654896090146284,3.3,3.5,0.20000000000000018,-3.4724633655114885e-05,401.9000000000001,-0.09916666666666667,0.08803014004053132,0.3,0.9252777777777778,0.010754700379225534,0.9,0.95,0.04999999999999993,3.171516540500495e-05,110.10833333333333,-0.05722222222222222,0.014550889837454214,0.08333333333333333,3.2678571428571415,0.0550492629579576,3.1632653061224487,3.36734693877551,0.20408163265306145,-3.295296867271133e-05,388.87755102040813,-0.7721088435374148,0.08908708063747478,0.9183673469387754,0.5154639175257731,0.008590376988181981,0.4958893383792249,0.5350384966723216,0.03914915829309673,2.2385448291304716e-05,61.34673104528252,-0.016094653964939757,0.014168948170779357,0.052198877724128935,132.86,0.2615339366124333,132.4,133.6,1.1999999999999886,-0.00023334953816234243,15810.399999999994,-1.4166666666666667,0.5339059426112014,2.4,0.27402097840773926,0.003879752473626529,28.189053100965474
3.349166666666666,0.06324006289968058,3.2,3.5,0.2999999999999998,5.2086950482673994e-06,398.54999999999995,-0.12833333333333335,0.08183655798127279,0.3,0.9213888888888888,0.012394617509623953,0.9,0.95,0.04999999999999993,-3.761835312637449e-05,109.63333333333335,-0.05611111111111111,0.015801625170364323,0.1,3.260204081632652,0.06952018175499904,3.1632653061224487,3.36734693877551,0.20408163265306145,0.00018141849419815219,387.95918367346934,-0.7551020408163264,0.11664236870396084,0.9183673469387754,0.5164426464831007,0.010060775117518798,0.4958893383792249,0.5350384966723216,0.03914915829309673,1.9168106532837805e-05,61.444603941015274,-0.014463439036060725,0.013456177480962707,0.0391491582930967,132.77666666666667,0.2597220736779087,132.4,133.2,0.799999999999983,0.0003541912632821608,15800.599999999999,-1.09,0.5584800802177281,2.4,0.27510981252423283,0.003889558727137363,28.164773790067596
3.6141666666666663,0.2349807911771135,3.2,3.9,0.6999999999999997,0.00533821793180082,430.15,-0.19083333333333333,0.1488824107214221,0.5,1.1754166666666668,0.2548870710363346,0.9,1.45,0.5499999999999999,0.006302810380350488,139.89166666666668,-0.17861111111111108,0.12422320363357102,0.3333333333333333,3.5867346938775504,0.33108274658995146,3.1632653061224487,3.9795918367346936,0.8163265306122449,0.007817294568358628,426.8877551020408,-0.278061224489796,0.46049745916633816,0.9183673469387754,0.5383009265300797,0.023780704385001794,0.4958893383792249,0.5741876549654182,0.07829831658619335,0.0005538359291828461,64.06759754665275,-0.023054504328156946,0.019262768998638068,0.06524859715516117,132.78333333333333,0.27517671090086715,132.4,133.6,1.1999999999999886,0.0020876449753454477,15801.2,-0.6233333333333333,0.9147616568751059,2.4,0.32522471979025513,0.00405397958435622,28.339590457414857
3.82,0.08124038404635955,3.7,4.0,0.2999999999999998,-0.0001583443294673235,454.54999999999995,-0.30583333333333335,0.11052588937539577,0.6,1.4200000000000002,0.011706281947614167,1.4,1.45,0.050000000000000044,-0.00015950181725582802,168.97499999999997,-0.28916666666666657,0.01619470649683156,0.3333333333333333,3.886904761904761,0.09499102427085672,3.775510204081632,4.081632653061225,0.3061224489795924,-8.610291814482648e-05,462.44897959183663,0.2142857142857143,0.12102344812691969,0.5102040816326531,0.5612466831963113,0.010037238355559574,0.5350384966723216,0.5741876549654182,0.03914915829309662,5.1613412153433136e-05,66.78846404802296,-0.02838313976249511,0.01455716528599968,0.052198877724128935,132.84333333333333,0.28187861847886175,132.4,133.6,1.1999999999999886,-0.0010959094381554073,15808.2,0.24333333333333335,0.39427852535429264,1.2,0.37172765138019603,0.004224876513472774,28.506296955686885
3.7674999999999996,0.07206767652699775,3.6,3.9,0.2999999999999998,-0.0001892492534203765,448.29999999999995,-0.30166666666666664,0.09914915811823899,0.5,1.39375,0.013099070507030184,1.3666666666666667,1.4166666666666667,0.050000000000000044,-0.00021373012014723225,165.8583333333333,-0.2908333333333333,0.015789412767913676,0.3333333333333333,3.8690476190476186,0.08392129109847171,3.6734693877551017,3.9795918367346936,0.30612244897959195,-0.00034299434059337995,460.4591836734693,0.24999999999999994,0.10608483111395028,0.5102040816326531,0.5584192439862543,0.009952045118166905,0.5350384966723216,0.5741876549654182,0.03914915829309662,-2.7324747610641025e-05,66.45569620253166,-0.02740441080516769,0.01298430689164322,0.052198877724128935,132.7866666666667,0.26297443897754175,132.4,133.2,0.799999999999983,-0.0012028613098131735,15801.599999999999,0.28,0.34871191548325386,1.2,0.3699401805069196,0.004205386382524861,28.475076705940115
